BHID,PROYECTO,FECHA,HOLE_TYPE,COD_MES,DEPTH,XCOLLAR,YCOLLAR,ZCOLLAR,TIPO_COORD,LOC_CANAL,LEV_TOPO,SURVTYPE,IS_VALIDX,FAKE1,FAKE2
000006a,MAND_OC_10,3/3/2010,8,201003,5.6,8702093.897,389272.3467,3979.257,EJE,,3,0,1,0,0
10103000058,MAND_OC_12,4/3/2012,8,201204,1.2,389580.536,8702515.218,4053.337,EJE,2,3,0,2,0,0
10103000062,MAND_OC_12,4/3/2012,8,201204,0.8,389577.3186,8702517.918,4053.337,EJE,2,3,0,2,0,0
10103000076,MAND_OC_12,4/3/2012,8,201204,0.7,389161.3252,8702002.451,3994.743,EJE,2,3,0,2,0,0
10103000189,MAND_OC_12,4/6/2012,8,201204,0.7,389595.4231,8702538.381,4053.337,EJE,2,3,0,2,0,0
10103000333,MAND_OC_12,4/7/2012,8,201204,1.1,389235.435,8702064.588,3918.217,EJE,2,3,0,2,0,0
10103000344,MAND_OC_12,4/7/2012,8,201204,0.5,389236.7018,8702071.942,3918.217,EJE,2,3,0,2,0,0
10103000391,MAND_OC_12,4/10/2012,8,201204,0.7,389599.248,8702547.316,4053.337,EJE,2,3,0,2,0,0
10103000427,MAND_OC_12,4/13/2012,8,201204,0.7,389914.7045,8702908.884,4281.96,EJE,2,3,0,2,0,0
10103000459,MAND_OC_12,4/17/2012,8,201204,0.4,389612.637,8702564.638,4053.337,EJE,2,3,0,2,0,0
10103000525,MAND_OC_12,4/17/2012,8,201204,0.25,388839.006,8701555.36,4476.2,EJE,,3,0,2,0,0
10103000728,MAND_OC_12,4/17/2012,8,201204,1.6,389254.8066,8702090.14,0,EJE,2,3,0,2,0,0
10103000805,MAND_OC_12,4/17/2012,8,201204,0.6,389214.5257,8702045.247,3918.217,EJE,2,3,0,2,0,0
10103000845,MAND_OC_12,4/19/2012,8,201204,0.6,389902.4542,8702900.817,4281.96,EJE,2,3,0,2,0,0
10103000890,MAND_OC_12,4/21/2012,8,201204,0.9,389203.8857,8702040.657,3917.95,EJE,2,3,0,2,0,0
10103000917,MAND_OC_12,4/21/2012,8,201204,0.7,389900.8902,8702895.738,4281.96,EJE,2,3,0,2,0,0
10103000922,MAND_OC_12,4/21/2012,8,201204,0.3,389898.5154,8702897.731,4281.96,EJE,2,3,0,2,0,0
10103000946,MAND_OC_12,4/22/2012,8,201204,0.9,389379.5829,8702259.348,3923,EJE,2,3,0,2,0,0
10103000957,MAND_OC_12,4/23/2012,8,201204,0.7,389351.3742,8702203.096,3922.472,EJE,2,3,0,2,0,0
10103001010,MAND_OC_12,4/21/2012,8,201204,1.3,389881.1789,8702846.66,4522.137,EJE,,3,0,2,0,0
10103001085,MAND_OC_12,4/26/2012,8,201204,0.8,389115.246,8701717.107,4473.783,EJE,,3,0,2,0,0
10103001140,MAND_OC_12,4/26/2012,8,201204,1.3,389928.9286,8702929.616,4281.96,EJE,2,3,0,2,0,0
10103001171,MAND_OC_12,4/27/2012,8,201204,0.6,389631.723,8702581.997,4053.336,EJE,2,3,0,2,0,0
10103001184,MAND_OC_12,5/1/2012,8,201205,0.6,389475.903,8702372.218,4082.922,EJE,2,3,0,2,0,0
10103001384,MAND_OC_12,5/3/2012,8,201205,0.4,389870.426,8702834.779,4523.208,EJE,,3,0,2,0,0
10103001501,MAND_OC_12,5/9/2012,8,201205,1,389826.38,8702802.134,4389.323,EJE,2,3,0,2,0,0
10103001525,MAND_OC_12,5/10/2012,8,201205,0.6,389286.524,8702129.342,3918.325,EJE,2,3,0,2,0,0
10103001534,MAND_OC_12,5/10/2012,8,201205,2.2,389178.696,8702010.016,3918.325,EJE,2,3,0,2,0,0
10103001694,MAND_OC_12,5/5/2012,8,201205,1.2,389414.037,8702301.481,3928.912,EJE,2,3,0,2,0,0
10103001697,MAND_OC_12,5/5/2012,8,201205,0.9,389277.816,8702115.511,3918.325,EJE,2,3,0,2,0,0
10103001708,MAND_OC_12,5/6/2012,8,201205,1.2,389525.251,8702459.704,0,EJE,2,3,0,2,0,0
10103001727,MAND_OC_12,5/8/2012,8,201205,0.8,389180.985,8702015.111,3918.325,EJE,2,3,0,2,0,0
10103001735,MAND_OC_12,5/8/2012,8,201205,2,389986.339,8702981.41,4388.451,EJE,,3,0,2,0,0
10103001780,MAND_OC_12,5/14/2012,8,201205,0.3,389294.253,8702137.505,3918.216,EJE,2,3,0,2,0,0
10103001937,MAND_OC_12,5/15/2012,8,201205,0.4,389508.015,8702432.066,4060.249,EJE,2,3,0,2,0,0
10103002037,MAND_OC_12,5/13/2012,8,201205,0.6,389051.27,8701891.138,3989.475,EJE,2,3,0,2,0,0
10103002066,MAND_OC_12,5/17/2012,8,201205,0.2,389974.82,8702974.34,4388.451,EJE,2,3,0,2,0,0
10103002085,MAND_OC_12,5/19/2012,8,201205,0.9,389537.182,8702440.649,4060.249,EJE,2,3,0,2,0,0
10103002090,MAND_OC_12,5/19/2012,8,201205,1,389534.616,8702442.88,4060.249,EJE,2,3,0,2,0,0
10103002307,MAND_OC_12,5/17/2012,8,201205,0.95,389539.504,8702451.001,4060.249,EJE,2,3,0,2,0,0
10103002320,MAND_OC_12,5/18/2012,8,201205,0.3,389994.306,8702998.384,4388.451,EJE,2,3,0,2,0,0
10103002397,MAND_OC_12,5/21/2012,8,201205,0.4,389495.785,8702416.346,4060.249,EJE,2,3,0,2,0,0
10103002410,MAND_OC_12,5/20/2012,8,201205,0.4,389075.639,8701914.586,3989.475,EJE,2,3,0,2,0,0
10103002421,MAND_OC_12,5/22/2012,8,201205,1.2,389140.224,8701985.354,3989.475,EJE,2,3,0,2,0,0
10103002437,MAND_OC_12,5/23/2012,8,201205,0.7,389083.754,8701919.415,3989.475,EJE,2,3,0,2,0,0
10103002456,MAND_OC_12,5/24/2012,8,201205,1.1,389968.607,8702963.412,0,EJE,2,3,0,2,0,0
10103002490,MAND_OC_12,5/27/2012,8,201205,6,389434.91,8702320.587,3928.912,EJE,2,,0,1,0,0
10103002505,MAND_OC_12,5/21/2012,8,201205,0.4,389829.634,8702795.158,4470.98,EJE,,3,0,2,0,0
10103002544,MAND_OC_12,5/24/2012,8,201205,0.35,389825.656,8702787.107,4470.98,EJE,2,3,0,2,0,0
10103000020,MAND_OC_12,4/2/2012,8,201204,1.6,385589.352,8701497.819,4611.054,EJE,,3,0,2,0,0
10103000075,MAND_OC_12,4/3/2012,8,201204,1,389162.091,8702001.808,3994.743,EJE,2,3,0,2,0,0
10103000167,MAND_OC_12,4/9/2012,8,201204,0.35,389889.108,8702855.184,4522.137,EJE,,3,0,2,0,0
10103000180,MAND_OC_12,4/5/2012,8,201204,0.8,389591.6716,8702537.57,4053.337,EJE,,3,0,2,0,0
10103000183,MAND_OC_12,4/5/2012,8,201204,0.5,389885.2944,8702871.971,4390.289,EJE,2,3,0,2,0,0
10103000314,MAND_OC_12,4/5/2012,8,201204,0.95,389226.0819,8702056.834,3990.304,EJE,2,3,0,2,0,0
10103000342,MAND_OC_12,4/7/2012,8,201204,1.3,389238.743,8702070.175,3918.217,EJE,2,3,0,2,0,0
10103000358,MAND_OC_12,4/8/2012,8,201204,0.9,389229.2909,8702064.321,3918.217,EJE,2,3,0,2,0,0
10103000384,MAND_OC_12,4/10/2012,8,201204,0.8,389924.0636,8702925.25,4281.96,EJE,2,3,0,2,0,0
10103000418,MAND_OC_12,4/12/2012,8,201204,0.9,389568.0274,8702505.055,4053.337,EJE,2,3,0,2,0,0
10103000437,MAND_OC_12,4/13/2012,8,201204,0.9,389603.1451,8702554.095,4053.337,EJE,2,3,0,2,0,0
10103000457,MAND_OC_12,4/16/2012,8,201204,1,389840.1313,8702831.06,4280.403,EJE,2,3,0,2,0,0
10103000464,MAND_OC_12,4/17/2012,8,201204,1,389611.2581,8702565.795,4053.337,EJE,2,3,0,2,0,0
10103000575,MAND_OC_12,4/9/2012,8,201204,0.8,389240.3493,8702077.026,3918.217,EJE,2,3,0,2,0,0
10103000654,MAND_OC_12,4/14/2012,8,201204,0.3,389254.265,8702087.863,3918.217,EJE,2,3,0,2,0,0
10103000866,MAND_OC_12,4/20/2012,8,201204,0.6,389393.4125,8702275.171,3923,EJE,2,3,0,2,0,0
10103000873,MAND_OC_12,4/20/2012,8,201204,1.1,389384.9356,8702264.022,3923,EJE,2,3,0,2,0,0
10103001053,MAND_OC_12,4/24/2012,8,201204,1.2,388836.1782,8701553.472,4477.542,EJE,,3,0,2,0,0
10103001080,MAND_OC_12,4/26/2012,8,201204,0.5,389876.728,8702841.433,4522.137,EJE,,3,0,2,0,0
10103001128,MAND_OC_12,4/25/2012,8,201204,0.5,389823.935,8702812.364,4279.653,EJE,2,3,0,2,0,0
10103001133,MAND_OC_12,4/25/2012,8,201204,0.5,389821.79,8702814.164,4279.653,EJE,2,3,0,2,0,0
10103001164,MAND_OC_12,4/27/2012,8,201204,1,389820.481,8702807.509,4279.653,EJE,2,3,0,2,0,0
10103001186,MAND_OC_12,5/1/2012,8,201205,1,389537.885,8702473.205,4060.249,EJE,2,3,0,2,0,0
10103001254,MAND_OC_12,4/26/2012,8,201204,1.1,389375.254,8702244.815,3923.786,EJE,2,3,0,2,0,0
10103001311,MAND_OC_12,5/1/2012,8,201205,1.05,389193.164,8702023.489,3918.325,EJE,2,3,0,2,0,0
10103001397,MAND_OC_12,5/4/2012,8,201205,0.85,389107.555,8701712.389,4473.783,EJE,,3,0,2,0,0
10103001449,MAND_OC_12,5/8/2012,8,201205,0.7,389866.534,8702828.645,4523.208,EJE,,3,0,2,0,0
10103001676,MAND_OC_12,5/4/2012,8,201205,0.7,389829.163,8702807.2,4389.323,EJE,2,3,0,2,0,0
10103001718,MAND_OC_12,5/8/2012,8,201205,1,389402.979,8702284.495,3928.912,EJE,2,3,0,2,0,0
10103001733,MAND_OC_12,5/8/2012,8,201205,0.55,389979.166,8702978.399,4388.451,EJE,,3,0,2,0,0
10103001836,MAND_OC_12,5/11/2012,8,201205,0.5,389863.288,8702820.178,4523.208,EJE,2,3,0,2,0,0
10103001872,MAND_OC_12,5/14/2012,8,201205,0.6,389843.499,8702808.052,4470.98,EJE,,3,0,2,0,0
10103001905,MAND_OC_12,5/13/2012,8,201205,1.1,389991.051,8702991.77,4388.451,EJE,2,3,0,2,0,0
10103001958,MAND_OC_12,5/16/2012,8,201205,0.9,389296.685,8702142.634,3918.216,EJE,2,3,0,2,0,0
10103001964,MAND_OC_12,5/16/2012,8,201205,1.2,389173.166,8702005.609,3918.325,EJE,2,3,0,2,0,0
10103002164,MAND_OC_12,5/19/2012,8,201205,0.75,389853.693,8702810.939,4523.208,EJE,,3,0,2,0,0
10103002408,MAND_OC_12,5/20/2012,8,201205,0.7,389076.544,8701913.798,3989.475,EJE,2,3,0,2,0,0
10103002423,MAND_OC_12,5/22/2012,8,201205,0.5,389139.305,8701986.125,3989.475,EJE,2,3,0,2,0,0
10103002440,MAND_OC_12,5/23/2012,8,201205,1.6,389082.298,8701920.636,3989.475,EJE,2,3,0,2,0,0
10103002453,MAND_OC_12,5/24/2012,8,201205,0.8,390002.834,8703005.742,4388.451,EJE,2,3,0,2,0,0
10103002547,MAND_OC_12,5/24/2012,8,201205,1.2,389824.63,8702788.132,4470.98,EJE,2,3,0,2,0,0
10103002641,MAND_OC_12,5/23/2012,8,201205,0.85,389494.913,8702414.062,4060.249,EJE,2,3,0,2,0,0
10103002706,MAND_OC_12,5/28/2012,8,201205,4.3,389025.884,8701856.768,3989.475,EJE,2,,0,2,0,0
10103002784,MAND_OC_12,5/30/2012,8,201205,4,389552.224,8702466.498,4060.249,EJE,2,,0,2,0,0
10103002845,MAND_OC_12,6/1/2012,8,201206,5.3,390015.156,8703012.187,4388.451,EJE,,,0,1,0,0
10103003046,MAND_OC_12,6/11/2012,8,201206,4.1,389857.791,8702822.235,4472.5,EJE,,,0,1,0,0
10103003601,MAND_OC_12,6/16/2012,8,201206,5.1,389554.747,8702470.13,4060.249,EJE,,,0,2,0,0
10103003743,MAND_OC_12,6/20/2012,8,201206,5.5,389484.8118,8702377.917,3928.39,EJE,,3,0,2,0,0
10103004030,MAND_OC_12,6/30/2012,8,201206,5.7,389520.304,8702427.054,3961.487,EJE,,,0,2,0,0
10103000019,MAND_OC_12,4/2/2012,8,201204,1,386167.173,8700922.122,4657.321,EJE,,3,0,2,0,0
10103000021,MAND_OC_12,4/2/2012,8,201204,0.8,385588.323,8701496.593,4611.054,EJE,,3,0,2,0,0
10103000098,MAND_OC_12,4/4/2012,8,201204,0.9,389893.3679,8702862.221,4522.137,EJE,,3,0,2,0,0
10103000288,MAND_OC_12,4/7/2012,8,201204,1.4,389183.2367,8702023.115,3990.304,EJE,2,3,0,2,0,0
10103000322,MAND_OC_12,4/6/2012,8,201204,1.1,389168.7873,8702007.269,3994.743,EJE,2,3,0,2,0,0
10103000420,MAND_OC_12,4/12/2012,8,201204,1,389602.5788,8702551.528,4053.337,EJE,2,3,0,2,0,0
10103000426,MAND_OC_12,4/13/2012,8,201204,0.6,389915.0135,8702908.37,4281.96,EJE,2,3,0,2,0,0
10103000511,MAND_OC_12,4/13/2012,8,201204,0.35,388840.3814,8701559.594,4476.2,EJE,2,3,0,2,0,0
10103000601,MAND_OC_12,4/10/2012,8,201204,0.4,389231.4729,8702065.533,3990.304,EJE,2,3,0,2,0,0
10103000626,MAND_OC_12,4/13/2012,8,201204,1,389331.4274,8702173.024,3922.472,EJE,2,3,0,2,0,0
10103000628,MAND_OC_12,4/13/2012,8,201204,1.6,389330.2401,8702174.021,3922.472,EJE,2,3,0,2,0,0
10103000659,MAND_OC_12,4/14/2012,8,201204,1.4,389220.0129,8702050.043,3918.217,EJE,2,3,0,2,0,0
10103000815,MAND_OC_12,4/18/2012,8,201204,0.6,389834.5583,8702826.748,4280.403,EJE,2,3,0,2,0,0
10103000817,MAND_OC_12,4/18/2012,8,201204,0.45,389868.208,8702856.532,4280.403,EJE,2,3,0,2,0,0
10103000832,MAND_OC_12,4/19/2012,8,201204,0.6,389211.6677,8702042.535,3917.95,EJE,2,3,0,2,0,0
10103000842,MAND_OC_12,4/19/2012,8,201204,1.3,389904.6758,8702898.953,4281.96,EJE,2,3,0,2,0,0
10103000844,MAND_OC_12,4/19/2012,8,201204,1,389903.2203,8702900.174,4281.96,EJE,2,3,0,2,0,0
10103000876,MAND_OC_12,4/20/2012,8,201204,0.45,389383.3652,8702265.339,3923,EJE,2,3,0,2,0,0
10103000918,MAND_OC_12,4/21/2012,8,201204,0.5,389900.3539,8702896.188,4281.96,EJE,2,3,0,2,0,0
10103000921,MAND_OC_12,4/21/2012,8,201204,0.45,389898.8601,8702897.442,4281.96,EJE,2,3,0,2,0,0
10103001011,MAND_OC_12,4/21/2012,8,201204,0.6,389880.1831,8702847.496,4522.137,EJE,,3,0,2,0,0
10103001025,MAND_OC_12,4/23/2012,8,201204,0.5,389879.0557,8702842.506,4522.137,EJE,,3,0,2,0,0
10103001288,MAND_OC_12,4/28/2012,8,201204,1,389361.158,8702218.68,3922.472,EJE,2,3,0,2,0,0
10103001316,MAND_OC_12,5/1/2012,8,201205,1.7,389272.166,8702106.767,3918.325,EJE,2,3,0,2,0,0
10103001438,MAND_OC_12,5/7/2012,8,201205,0.65,389860.903,8702828.543,4470.98,EJE,,3,0,2,0,0
10103001506,MAND_OC_12,5/9/2012,8,201205,1.2,389520.166,8702451.653,4060.249,EJE,2,3,0,2,0,0
10103001672,MAND_OC_12,5/4/2012,8,201205,0.75,389634.678,8702583.043,4053.336,EJE,2,3,0,2,0,0
10103001696,MAND_OC_12,5/5/2012,8,201205,0.6,389412.428,8702302.831,3928.912,EJE,2,3,0,2,0,0
10103001709,MAND_OC_12,5/6/2012,8,201205,0.3,389524.332,8702460.475,4060.249,EJE,2,3,0,2,0,0
10103001771,MAND_OC_12,5/7/2012,8,201205,0.8,389401.354,8702291.774,3928.912,EJE,2,3,0,1,0,0
10103001925,MAND_OC_12,5/15/2012,8,201205,1.3,389992.801,8702993.711,4388.451,EJE,2,3,0,2,0,0
10103002006,MAND_OC_12,5/11/2012,8,201205,0.3,389451.957,8702351.611,4082.922,EJE,2,3,0,2,0,0
10103002038,MAND_OC_12,5/13/2012,8,201205,0.8,389050.81,8701891.524,3989.475,EJE,2,3,0,2,0,0
10103002084,MAND_OC_12,5/19/2012,8,201205,0.5,389501.843,8702422.081,4060.249,EJE,2,3,0,2,0,0
10103002181,MAND_OC_12,5/20/2012,8,201205,1.1,389881.322,8702852.17,4470.98,EJE,,3,0,2,0,0
10103002303,MAND_OC_12,5/17/2012,8,201205,0.9,389505.749,8702426.062,4060.249,EJE,2,3,0,2,0,0
10103002339,MAND_OC_12,5/18/2012,8,201205,0.5,389810.855,8702784.901,4390.959,EJE,2,3,0,2,0,0
10103002340,MAND_OC_12,5/18/2012,8,201205,0.45,389169.39,8701999.176,3918.325,EJE,2,3,0,2,0,0
10103002411,MAND_OC_12,5/20/2012,8,201205,1,389075.337,8701914.848,3989.475,EJE,2,3,0,2,0,0
10103002438,MAND_OC_12,5/23/2012,8,201205,0.8,389083.218,8701919.865,3989.475,EJE,2,3,0,2,0,0
10103002941,MAND_OC_12,6/5/2012,8,201206,3.7,389787.233,8702747.488,4390.362,EJE,,,0,1,0,0
10103003327,MAND_OC_12,6/11/2012,8,201206,4.6,389103.046,8701937.446,3989.475,EJE,,,0,2,0,0
10103003578,MAND_OC_12,6/28/2012,8,201206,4.7,389882.847,8702851.075,4473.277,EJE,,,0,2,0,0
10103003876,MAND_OC_12,7/1/2012,8,201207,5,390040.012,8703045.939,4388.039,EJE,,,0,2,0,0
10103003963,MAND_OC_12,6/27/2012,8,201206,8.6,389498.028,8702385.596,3928.397,EJE,,,0,2,0,0
10103003977,MAND_OC_12,6/28/2012,8,201206,6.5,389365.983,8702220.792,3917.943,EJE,,,0,2,0,0
10103004107,MAND_OC_12,7/1/2012,8,201207,2.8,389859.663,8702817.431,4512.369,EJE,,,0,2,0,0
10103004224,MAND_OC_12,7/3/2012,8,201207,5.2,389380.429,8702252.267,3917.943,EJE,,,0,2,0,0
10103004248,MAND_OC_12,7/4/2012,8,201207,5.7,389518.5516,8702437.541,3961.487,EJE,,3,0,2,0,0
10103000003,MAND_OC_12,4/2/2012,8,201204,1.7,389158.1936,8701997.337,3994.743,EJE,2,3,0,2,0,0
10103000050,MAND_OC_12,4/3/2012,8,201204,0.6,386134.469,8701198.986,4742.15,EJE,,3,0,2,0,0
10103000165,MAND_OC_12,4/9/2012,8,201204,0.5,389109.8291,8701705.209,4474.714,EJE,,3,0,2,0,0
10103000295,MAND_OC_12,4/7/2012,8,201204,0.6,389229.4065,8702062.043,3990.304,EJE,2,3,0,2,0,0
10103000306,MAND_OC_12,4/5/2012,8,201204,1.25,389165.7574,8702005.057,3994.743,EJE,2,3,0,2,0,0
10103000370,MAND_OC_12,4/9/2012,8,201204,0.5,389571.901,8702507.265,4053.337,EJE,2,3,0,2,0,0
10103000409,MAND_OC_12,4/11/2012,8,201204,0.6,389926.8124,8702926.815,4281.96,EJE,2,3,0,2,0,0
10103000413,MAND_OC_12,4/11/2012,8,201204,0.2,389925.4335,8702927.972,4281.96,EJE,2,3,0,2,0,0
10103000481,MAND_OC_12,4/11/2012,8,201204,0.3,388844.183,8701560.917,4476.2,EJE,,3,0,2,0,0
10103000483,MAND_OC_12,4/11/2012,8,201204,0.8,388843.6087,8701561.399,4476.2,EJE,,3,0,2,0,0
10103000598,MAND_OC_12,4/10/2012,8,201204,1.7,389234.6136,8702062.897,3990.304,EJE,2,3,0,2,0,0
10103000612,MAND_OC_12,4/12/2012,8,201204,0.55,389223.2011,8702057.314,3918.217,EJE,2,3,0,2,0,0
10103000720,MAND_OC_12,4/16/2012,8,201204,1.2,389214.6438,8702049.001,3918.217,EJE,2,3,0,2,0,0
10103000960,MAND_OC_12,4/23/2012,8,201204,1.5,389350.2252,8702204.061,3922.472,EJE,2,3,0,2,0,0
10103000981,MAND_OC_12,4/24/2012,8,201204,0.7,389200.996,8702034.273,3918.122,EJE,2,3,0,2,0,0
10103001161,MAND_OC_12,4/27/2012,8,201204,0.8,389913.187,8702908.301,4390.289,EJE,2,3,0,2,0,0
10103001272,MAND_OC_12,4/28/2012,8,201204,0.7,389267.91,8702104.431,3918.216,EJE,2,3,0,2,0,0
10103001329,MAND_OC_12,5/2/2012,8,201205,0.6,389190.032,8702023.378,3918.325,EJE,2,3,0,2,0,0
10103001330,MAND_OC_12,5/2/2012,8,201205,1.1,389189.572,8702023.764,3918.325,EJE,2,3,0,2,0,0
10103001342,MAND_OC_12,5/3/2012,8,201205,0.2,389187.997,8702022.311,3918.325,EJE,2,3,0,2,0,0
10103001420,MAND_OC_12,5/5/2012,8,201205,1.75,389870.011,8702832.108,4523.208,EJE,,3,0,2,0,0
10103001494,MAND_OC_12,5/9/2012,8,201205,1.05,389420.97,8702308.658,3928.912,EJE,2,3,0,2,0,0
10103001497,MAND_OC_12,5/9/2012,8,201205,0.8,389281.456,8702123.398,3918.325,EJE,2,3,0,2,0,0
10103001513,MAND_OC_12,5/9/2012,8,201205,0.7,389986.9,8702983.841,4388.451,EJE,2,3,0,2,0,0
10103001546,MAND_OC_12,5/11/2012,8,201205,1.4,389518.086,8702442.697,4060.249,EJE,2,3,0,2,0,0
10103001547,MAND_OC_12,5/11/2012,8,201205,1,389517.013,8702443.597,4060.249,EJE,2,3,0,2,0,0
10103001667,MAND_OC_12,5/4/2012,8,201205,1.1,389271.766,8702113.267,3918.325,EJE,2,3,0,2,0,0
10103001684,MAND_OC_12,5/4/2012,8,201205,1.4,389407.203,8702291.779,3928.912,EJE,2,3,0,2,0,0
10103001717,MAND_OC_12,5/8/2012,8,201205,0.6,389524.326,8702453.487,4060.249,EJE,,3,0,1,0,0
10103001753,MAND_OC_12,5/7/2012,8,201205,0.5,389186.412,8702017.482,3918.325,EJE,2,3,0,2,0,0
10103001889,MAND_OC_12,5/12/2012,8,201205,1.1,389058.568,8701894.052,3989.475,EJE,2,3,0,2,0,0
10103001927,MAND_OC_12,5/15/2012,8,201205,0.6,389991.806,8702994.546,4388.451,EJE,2,3,0,2,0,0
10103001943,MAND_OC_12,5/16/2012,8,201205,1.1,389047.735,8701881.504,3989.475,EJE,2,3,0,2,0,0
10103002013,MAND_OC_12,5/12/2012,8,201205,1.8,389989.944,8702988.348,4388.451,EJE,2,3,0,2,0,0
10103002023,MAND_OC_12,5/12/2012,8,201205,1.1,389515.444,8702439.406,4060.249,EJE,2,3,0,2,0,0
10103002047,MAND_OC_12,5/16/2012,8,201205,0.8,389295.515,8702140.407,3918.216,EJE,2,3,0,2,0,0
10103002165,MAND_OC_12,5/19/2012,8,201205,0.6,389853.126,8702811.431,4523.208,EJE,,3,0,2,0,0
10103002326,MAND_OC_12,5/18/2012,8,201205,0.6,389975.371,8702971.802,4388.451,EJE,2,3,0,2,0,0
10103002402,MAND_OC_12,5/20/2012,8,201205,1,389544.675,8702455.737,4060.249,EJE,2,3,0,2,0,0
10103002418,MAND_OC_12,5/21/2012,8,201205,0.7,389077.585,8701918.179,3989.475,EJE,2,3,0,2,0,0
10103002419,MAND_OC_12,5/22/2012,8,201205,2,389141.756,8701984.068,3989.475,EJE,2,3,0,2,0,0
10103002506,MAND_OC_12,5/21/2012,8,201205,0.5,389829.332,8702795.42,4470.98,EJE,,3,0,2,0,0
10103002584,MAND_OC_12,5/26/2012,8,201205,3.3,389892.052,8702861.928,4470.98,EJE,2,,0,1,0,0
10103002632,MAND_OC_12,5/23/2012,8,201205,0.4,389970.037,8702966.934,4388.451,EJE,2,3,0,2,0,0
10103002894,MAND_OC_12,6/3/2012,8,201206,3.2,389788.61,8702749.328,4390.094,EJE,,,0,1,0,0
10103003617,MAND_OC_12,6/17/2012,8,201206,3.8,390022.974,8703027.62,4388.05,EJE,,,0,2,0,0
10103003845,MAND_OC_12,6/28/2012,8,201206,0.5,390033.385,8703045.63,4388.05,EJE,1,,0,2,0,0
10103003997,MAND_OC_12,6/29/2012,8,201206,3.9,389172.592,8702013.274,3984.708,EJE,,,0,2,0,0
10103004036,MAND_OC_12,6/30/2012,8,201206,7.5,389515.9375,8702430.718,3961.487,EJE,,3,0,2,0,0
10103000008,MAND_OC_12,4/2/2012,8,201204,0.7,389155.4738,8701999.619,3994.743,EJE,2,3,0,2,0,0
10103000066,MAND_OC_12,4/3/2012,8,201204,0.8,389189.1181,8702027.474,3990.304,EJE,2,3,0,2,0,0
10103000089,MAND_OC_12,4/4/2012,8,201204,0.4,389224.146,8702052.577,3990.304,EJE,2,3,0,2,0,0
10103000175,MAND_OC_12,4/5/2012,8,201204,1,389594.506,8702535.192,4053.337,EJE,,3,0,2,0,0
10103000176,MAND_OC_12,4/5/2012,8,201204,0.5,389593.74,8702535.835,4053.337,EJE,,3,0,2,0,0
10103000320,MAND_OC_12,4/6/2012,8,201204,0.7,389170.2427,8702006.048,3994.743,EJE,2,3,0,2,0,0
10103000335,MAND_OC_12,4/7/2012,8,201204,1.2,389234.3626,8702065.488,3918.217,EJE,2,3,0,2,0,0
10103000396,MAND_OC_12,4/11/2012,8,201204,0.8,389848.3304,8702836.721,4280.403,EJE,2,3,0,2,0,0
10103000403,MAND_OC_12,4/11/2012,8,201204,1.4,389856.227,8702843.362,4280.403,EJE,2,3,0,2,0,0
10103000405,MAND_OC_12,4/11/2012,8,201204,1,389854.6183,8702844.712,4280.403,EJE,2,3,0,2,0,0
10103000488,MAND_OC_12,4/11/2012,8,201204,0.8,389107.0913,8701704.112,4474.714,EJE,,3,0,2,0,0
10103000571,MAND_OC_12,4/9/2012,8,201204,1.5,389243.7965,8702074.133,3918.217,EJE,2,3,0,2,0,0
10103000617,MAND_OC_12,4/12/2012,8,201204,0.75,389247.0853,8702081.51,3918.217,EJE,2,3,0,2,0,0
10103000640,MAND_OC_12,4/13/2012,8,201204,1.1,389219.8887,8702054.249,3918.217,EJE,2,3,0,2,0,0
10103000706,MAND_OC_12,4/16/2012,8,201204,0.9,389911.815,8702905.379,4281.96,EJE,2,3,0,2,0,0
10103000718,MAND_OC_12,4/16/2012,8,201204,1.3,389216.8656,8702047.137,3918.217,EJE,2,3,0,2,0,0
10103000801,MAND_OC_12,4/17/2012,8,201204,0.85,389609.9175,8702566.92,4053.337,EJE,2,3,0,2,0,0
10103000804,MAND_OC_12,4/17/2012,8,201204,1,389215.292,8702044.605,3918.217,EJE,2,3,0,2,0,0
10103000822,MAND_OC_12,4/18/2012,8,201204,0.7,389865.6418,8702858.685,4280.403,EJE,2,3,0,2,0,0
10103000851,MAND_OC_12,4/20/2012,8,201204,0.75,389345.514,8702195.186,3922.472,EJE,2,3,0,2,0,0
10103000857,MAND_OC_12,4/20/2012,8,201204,0.9,389208.8263,8702040.414,3917.95,EJE,2,3,0,2,0,0
10103000858,MAND_OC_12,4/20/2012,8,201204,0.8,389208.1368,8702040.992,3917.95,EJE,2,3,0,2,0,0
10103000947,MAND_OC_12,4/22/2012,8,201204,1.3,389263.6155,8702093.689,3918.217,EJE,2,3,0,2,0,0
10103000949,MAND_OC_12,4/22/2012,8,201204,2.6,389262.3899,8702094.718,3918.217,EJE,2,3,0,2,0,0
10103000963,MAND_OC_12,4/23/2012,8,201204,1.1,389203.9176,8702035.565,3917.95,EJE,2,3,0,2,0,0
10103000964,MAND_OC_12,4/23/2012,8,201204,0.9,389203.0749,8702036.272,3917.95,EJE,2,3,0,2,0,0
10103000979,MAND_OC_12,4/24/2012,8,201204,0.8,389202.451,8702033.052,3918.122,EJE,2,3,0,2,0,0
10103001111,MAND_OC_12,4/24/2012,8,201204,1.6,389912.256,8702902.993,4390.289,EJE,2,3,0,2,0,0
